| Product ID | Product Name            | Description                                       | Price | Category          | Halal Certificate |
| P1010      | Shrimp Scampi              | Shrimp scampi with garlic and lemon.              | $13.99 | Seafood  | No                |
| ...        | ...                        | ...                                               | ...   | ...      | ...               |
| P1091      | Grilled Swordfish Steaks   | Grilled swordfish steaks with lemon and herbs.    | $15.99 | Seafood  | No                |
| P1092      | Seafood Paella             | Ready-to-cook seafood paella with saffron rice.   | $18.99 | Seafood  | No                |
| P1093      | Coconut Shrimp             | Crunchy coconut shrimp with sweet chili sauce.    | $9.99  | Seafood  | No                |
| P1094      | Lobster Bisque             | Creamy lobster bisque for a luxurious soup.       | $7.99  | Seafood  | No                |
| P1095      | Lemon Herb Tilapia         | Tilapia fillets seasoned with lemon and herbs.    | $6.99  | Seafood  | No                |
| P1096      | Grilled Oysters            | Oysters grilled to perfection with garlic butter. | $16.99 | Seafood  | No                |
| P1097      | Cajun Crawfish Boil        | Cajun-style crawfish boil with spices and corn.   | $14.99 | Seafood  | No                |
| P1098      | Teriyaki Glazed Salmon     | Teriyaki glazed salmon fillets for a sweet twist. | $11.99 | Seafood  | No                |
| P1099      | Lobster Mac and Cheese     | Lobster mac and cheese, a gourmet comfort dish.  | $12.99 | Seafood  | No                |
| P1100      | Coconut Lime Shrimp        | Coconut lime shrimp skewers for a tropical flair. | $10.99 | Seafood  | No                |
| P1001      | Organic Granola         | Nutty and wholesome organic granola.              | $4.99 | Breakfast | No                |
| P1002      | Blueberry Muffins       | Freshly baked blueberry muffins.                  | $3.49 | Breakfast | No                |
| P1003      | Maple Syrup Pancake Mix | Pancake mix with pure maple syrup.                | $5.99 | Breakfast | No                |
| P1004      | Greek Yogurt Parfait    | Greek yogurt parfait with mixed berries.         | $4.49 | Breakfast | No                |
| P1005      | Avocado Toast           | Avocado toast with cherry tomatoes.               | $5.49 | Breakfast | No                |
| P1006      | Bagels with Cream Cheese | Classic bagels served with cream cheese.          | $2.99 | Breakfast | No                |
| P1007      | Cinnamon Raisin Bread   | Sweet and savory cinnamon raisin bread.          | $3.79 | Breakfast | No                |
| P1008      | Fruit Smoothie Bowl      | Refreshing fruit smoothie bowl with granola.     | $6.99 | Breakfast | No                |
| P1009      | Belgian Waffles          | Light and fluffy Belgian waffles.                | $4.99 | Breakfast | No                |
| P1010      | Breakfast Burrito       | Hearty breakfast burrito with eggs and sausage.  | $5.49 | Breakfast | No                |
| ...        | ...                     | ...                                               | ...   | ...       | ...               |
| P1091      | Chia Seed Pudding       | Chia seed pudding with assorted flavors.         | $3.49 | Breakfast | No                |
| P1092      | Mixed Berry Pancakes    | Pancakes loaded with mixed berries.              | $4.79 | Breakfast | No                |
| P1093      | Oatmeal with Berries    | Oatmeal topped with fresh berries.               | $2.99 | Breakfast | No                |
| P1094      | Breakfast Sausage Links | Flavorful breakfast sausage links.               | $3.99 | Breakfast | Yes               |
| P1095      | Apple Cinnamon Muffins  | Moist and flavorful apple cinnamon muffins.      | $3.49 | Breakfast | No                |
| P1096      | Breakfast Wrap           | Healthy breakfast wrap with veggies and eggs.    | $4.99 | Breakfast | No                |
| P1097      | Nutella Stuffed Pancakes | Fluffy pancakes stuffed with Nutella.            | $5.99 | Breakfast | No                |
| P1098      | Acai Berry Bowl         | Acai berry bowl with granola and fruit.          | $6.99 | Breakfast | No                |
| P1099      | Croissant with Jam       | Buttery croissant served with jam.               | $2.49 | Breakfast | No                |
| P1100      | Matcha Chia Pudding     | Matcha-flavored chia seed pudding.               | $4.49 | Breakfast | No                |
| B101       | All-Purpose Flour      | Premium quality all-purpose flour for baking.    | $2.99 | Baking    | No                |
| B102       | Granulated Sugar       | Fine granulated sugar for sweetening your recipes.| $1.49 | Baking    | Yes               |
| B103       | Baking Powder          | Double-acting baking powder for fluffy baked goods.| $1.99 | Baking  | Yes               |
| B104       | Vanilla Extract        | Pure vanilla extract for rich flavor in desserts.| $4.99 | Baking    | Yes               |
| B105       | Chocolate Chips        | Semi-sweet chocolate chips for cookies and more. | $3.49 | Baking    | No                |
| B106       | Unsalted Butter        | Premium unsalted butter for baking perfection.   | $4.99 | Baking    | No                |
| B107       | Cocoa Powder           | High-quality cocoa powder for decadent treats.    | $3.99 | Baking    | Yes               |
| B108       | Brown Sugar            | Dark brown sugar for a rich and moist texture.   | $2.49 | Baking    | Yes               |
| B109       | Almond Flour           | Finely ground almond flour for gluten-free baking.| $6.99 | Baking  | No                |
| B110       | Baking Soda            | Sodium bicarbonate for leavening in baking.      | $1.29 | Baking    | Yes               |
| B111       | Confectioners' Sugar    | Powdered sugar for making icing and frosting.    | $2.79 | Baking    | Yes               |
| B112       | Yeast                  | Active dry yeast for leavening bread and rolls. | $2.99 | Baking    | Yes               |
| B113       | Honey                  | Natural honey for sweetness in baked goods.      | $5.49 | Baking    | No                |
| B114       | Almond Extract         | Almond extract for a nutty flavor in desserts.  | $3.99 | Baking    | Yes               |
| B115       | Shortening             | Vegetable shortening for flaky pie crusts.      | $2.99 | Baking    | No                |
| B116       | Cornstarch             | Cornstarch for thickening sauces and desserts.  | $1.49 | Baking    | Yes               |
| B117       | Lemon Zest             | Zested lemon for a citrusy kick in baking.      | $2.49 | Baking    | No                |
| B118       | Nutmeg                 | Ground nutmeg for a warm and aromatic touch.    | $3.29 | Baking    | No                |
| B119       | Molasses               | Molasses for rich and robust flavor in baking.  | $4.49 | Baking    | No                |
| B120       | Cream of Tartar        | Cream of tartar for stabilizing egg whites.     | $1.79 | Baking    | Yes               |
| B121       | Maple Syrup            | Pure maple syrup, a natural sweetener for baking.| $7.49 | Baking  | No                |
| B122       | Cake Flour             | Soft wheat cake flour for delicate desserts.     | $3.99 | Baking    | No                |
| B123       | Cinnamon               | Ground cinnamon for warm and spicy flavor.       | $2.29 | Baking    | Yes               |
| B124       | Coconut Oil            | Organic coconut oil for a hint of coconut flavor.| $5.99 | Baking  | No                |
| B125       | Agave Nectar           | Agave nectar as a natural sweetener alternative.| $4.99 | Baking  | No                |
| B126       | Orange Zest            | Zested orange for a citrus twist in baking.      | $2.49 | Baking    | No                |
| B127       | Ghee                   | Clarified butter (ghee) for a rich flavor.      | $7.99 | Baking    | No                |
| B128       | Poppy Seeds            | Poppy seeds for texture in baked goods.         | $2.99 | Baking    | Yes               |
| B129       | Meringue Powder        | Meringue powder for stable royal icing.         | $4.49 | Baking    | Yes               |
| B130       | Rum Extract            | Rum extract for a hint of rum flavor in desserts.| $3.99 | Baking  | No                |
| ...        | ...                    | ...                                              | ...   | ...       | ...               |
| B991       | Coconut Flour          | Gluten-free coconut flour for baking.           | $5.99 | Baking  | No                |
| B992       | Matcha Powder          | High-quality matcha powder for unique desserts. | $9.99 | Baking  | Yes               |
